latitude,longitude,acq_date,fire_occurred,temperature,humidity,wind_speed,precipitation,elevation,vpd
26.7539,83.4185,2019-09-09,0,28.78,86.4,2.42,0.51,83.0,0.538
26.7138,88.3475,2016-09-27,0,26.35,82.31,0.78,4.04,135.0,0.607
27.2095,83.9008,2012-03-25,0,26.01,23.25,1.09,0.0,98.0,2.581
29.0659,87.212,2023-06-30,0,10.38,57.16,2.92,0.62,4820.0,0.54
29.9665,85.7701,2020-04-14,0,-3.78,56.75,2.28,5.12,5804.0,0.2
26.7482,82.0223,2018-04-17,0,34.06,26.6,1.76,0.0,107.0,3.917
27.2697,81.3282,2016-11-29,0,19.79,66.41,1.03,0.0,114.0,0.775
26.8619,81.8051,2016-07-01,0,31.1,72.3,3.27,63.03,101.0,1.252
30.0725,82.6934,2013-07-16,0,5.82,83.8,3.41,6.41,4953.0,0.15
27.8905,86.2474,2015-04-16,0,0.7,83.11,2.55,3.13,2302.0,0.109
29.2212,88.3416,2018-06-20,0,11.43,47.64,2.85,0.23,3998.0,0.707
28.9647,81.8159,2019-01-24,0,2.04,71.33,1.31,2.82,1752.0,0.203
26.8761,82.5301,2013-09-25,0,29.58,79.87,0.55,5.68,90.0,0.834
27.8311,87.4739,2015-05-17,0,4.83,77.91,1.91,2.81,3914.0,0.19
28.6875,82.1104,2021-06-15,0,22.62,86.9,1.12,60.23,1112.0,0.36
26.7022,84.8096,2021-09-05,0,29.46,84.97,1.12,2.63,72.0,0.618
26.3282,80.6873,2023-08-26,0,28.17,83.27,2.98,0.03,122.0,0.639
29.1327,80.3423,2016-01-16,0,13.36,31.53,1.07,0.0,378.0,1.05
28.5314,87.4682,2018-06-08,0,7.18,53.2,3.37,1.56,4180.0,0.475
27.328,83.0323,2017-12-13,0,21.1,51.43,2.48,0.0,87.0,1.215
28.3043,86.5713,2014-01-14,0,-11.88,67.55,3.86,0.0,5336.0,0.08
28.0618,81.7029,2022-03-08,0,22.25,51.9,1.69,0.0,143.0,1.291
26.9974,86.6804,2017-01-10,0,12.12,63.14,1.48,0.02,1067.0,0.521
27.6623,88.3432,2017-06-22,0,11.09,93.74,2.24,6.24,4767.0,0.083
29.8106,88.7237,2024-04-27,0,-0.78,41.33,3.41,0.0,5437.0,0.339
26.414,87.4066,2020-11-12,0,22.58,55.79,1.02,0.0,66.0,1.211
30.344,81.3371,2024-10-31,0,-0.92,51.64,1.66,0.0,5744.0,0.276
26.8243,82.5573,2012-09-29,0,27.45,84.46,1.03,0.0,90.0,0.569
26.8836,88.5612,2016-08-09,0,23.19,91.21,0.94,23.02,199.0,0.25
30.005,84.702,2019-07-02,0,4.76,72.92,2.83,1.39,5677.0,0.232
27.1307,87.5341,2022-08-29,0,23.13,89.82,1.47,3.94,1597.0,0.288
27.4841,83.5967,2022-08-11,0,28.26,80.85,3.24,0.54,104.0,0.735
27.0148,81.9548,2024-04-06,0,30.47,21.45,2.98,0.0,99.0,3.424
26.8052,86.4394,2023-08-03,0,26.66,83.61,3.38,2.72,176.0,0.573
26.6963,83.3726,2019-01-28,0,13.5,45.22,2.46,0.0,76.0,0.848
29.2805,81.7861,2020-03-01,0,2.2,75.32,1.77,0.07,1674.0,0.177
28.8986,84.3641,2018-07-12,0,5.11,87.44,1.42,11.6,5981.0,0.11
28.6332,84.6494,2019-02-12,0,-5.32,68.35,1.64,0.0,4182.0,0.13
27.608,80.2694,2021-10-28,0,20.33,69.96,1.19,0.0,144.0,0.717
27.6457,86.5051,2023-09-13,0,18.91,87.41,1.56,6.58,4051.0,0.275
30.3725,86.1107,2015-06-27,0,8.71,61.37,3.33,0.68,5509.0,0.435
27.584,86.2814,2019-06-16,0,21.25,47.3,2.03,0.73,2456.0,1.331
27.2155,80.0367,2020-03-29,0,24.76,38.24,3.14,0.0,142.0,1.929
29.0859,81.1715,2013-08-08,0,22.2,93.44,1.07,10.05,1754.0,0.176
29.4517,84.7215,2017-01-28,0,-13.48,63.88,2.81,2.27,5186.0,0.078
30.1089,80.6459,2019-12-20,0,-2.27,79.06,1.06,0.13,4098.0,0.108
28.5848,81.2338,2024-05-08,0,29.79,42.79,1.91,5.32,188.0,2.398
29.4651,81.1932,2020-04-22,0,7.55,83.49,1.3,4.15,2575.0,0.172
28.512,83.3835,2015-01-06,0,1.24,58.31,1.77,0.0,2446.0,0.279
29.7558,87.1124,2023-02-04,0,-12.41,55.87,3.11,0.0,5478.0,0.104
28.1296,82.0802,2023-06-20,0,34.16,49.17,2.06,3.05,719.0,2.728
29.8912,84.6642,2024-08-14,0,6.75,61.08,2.98,7.69,5242.0,0.383
29.6176,83.4237,2023-09-24,0,2.2,84.63,2.78,2.8,4652.0,0.11
27.7904,82.958,2021-06-04,0,24.77,65.29,1.75,1.74,1003.0,1.085
29.8063,84.8749,2016-01-16,0,-18.32,55.83,2.8,0.0,4837.0,0.064
29.095,81.1325,2017-01-24,0,15.05,26.95,1.4,0.0,928.0,1.25
27.038,81.8634,2024-08-28,0,27.49,92.71,3.13,4.35,103.0,0.267
26.9969,83.2977,2019-01-19,0,15.67,50.31,1.43,0.0,85.0,0.885
29.5272,83.9183,2015-07-09,0,4.73,83.48,2.16,2.03,4821.0,0.141
28.3677,83.0063,2017-01-18,0,0.93,60.83,1.16,0.0,2369.0,0.256
29.3601,83.1066,2012-11-27,0,-10.33,64.54,2.16,0.0,4521.0,0.099
26.7289,88.2119,2021-02-07,0,16.72,58.03,1.6,0.1,181.0,0.799
29.4822,81.8409,2013-07-04,0,16.32,86.29,1.81,3.27,2590.0,0.254
26.5843,88.0988,2016-11-22,0,19.84,71.58,0.92,0.0,96.0,0.658
30.1418,80.7263,2020-03-14,0,-1.44,89.87,2.28,18.28,5371.0,0.056
30.3873,84.2218,2015-09-14,0,1.07,71.9,3.66,2.59,5634.0,0.185
30.0363,85.3324,2014-04-28,0,-4.74,51.77,2.41,0.08,5663.0,0.207
27.9659,88.6954,2023-08-31,0,9.06,82.21,1.1,0.87,5606.0,0.205
26.7072,82.8775,2012-03-26,0,27.98,19.02,1.46,0.0,82.0,3.057
28.0037,88.1426,2022-12-31,0,-10.34,78.71,1.79,0.0,5664.0,0.059
27.0405,88.6794,2019-07-15,0,22.69,95.28,1.22,34.59,1294.0,0.13
27.3913,82.3279,2013-08-08,0,28.75,85.91,1.34,21.3,102.0,0.556
27.5011,80.4809,2023-10-28,0,24.13,48.69,1.13,0.0,139.0,1.543
